1145,6952,313.12936623702353,0,1468,143.42245291445826,168,0,0.7653236745322181,0.14320699,2.773288510402579,27.80239108173011,60.80847895627947,0.27179527988733454,0.20088937428082385,0.20088937428082385,0.019819509726130464,0.019819509726130464,0.019810878193928197,0.022171174,847.3494894510575,812.2801322871626,665.5352407,597.8850830137269,416.8888515602973,716.9744362412218,681.9050791,535.1601874417513,467.51002980389126,TRUE,TRUE,FALSE,0.763812243,61.07142857142857,1.0228881638606695,60.00000000000001,526.0129570989651,0.007163728,744.3609022556391,1.5346805225076578E-4,0.9032468442771536,0.018971289,0.018971289,60.00000000000001,999.9999999999999,1.0189712885442839,1.0189712885442839,1,0.914179216,0.084094849,44.75989441042967,55.38057829746618,10.63689731761898,580.9213141505048,1.061030507432493,57.957907979080986,0.042456646,45.112781954887254,8.137017719202947E-4,58.960148890565804,0.001267486,0.001255504,4,4,6,210.526; 1192.98; 2209.65; 3192.89; 4210.53,986.7045028891323,1.189170583567828,19.810878193928193,0.006090442,4.805133918422683,163.10158127112402,955.9020720223268,30.239016032184946,95.61206445692189,0.9559020720223269,5.160939255067474,16.31680200384974,0.16310158127112404,365.76943418070675,11.564769907310986,36.57269151474464,0.3657694341807068,406.01036671683704,0.45526548216504076,12.835623151662347,40.59321695,0.4060103667168371,570.7728515093947,18.053282011375877,57.08495521428013,0.5707728515093948,644.4391463484142,20.386355083960225,64.45898711793664,0.6444391463484143,792.3737855,25.082345192203896,79.29003515592069,0.792373785,900.8659880129461,28.51089163741837,90.13436543,494.85562129610906,0.9008659880129463,1.2328426552412468,0.9226972867736764,0.7343000114095896,53.51649856188867,20.789970500600283,50.266154208508986,17.539626147220602,48.410108771598225,15.68358071030984,46.554063334687356,13.827535273398972,5.228805519077819,B11,0
1146,6733,311.4321756,0,1525,144.60290453514412,169,0,0.9200630168660953,0.087825201,1.7182794744257133,17.22585939273898,60.685671928011665,0.4772646456144331,0.095796335,0.095796335,0.019525370937641832,0.019525370937641832,0.019517764161075476,0.034638689,908.0552882429114,791.8040881383376,685.5028685452663,621.8700463814604,322.2246582869018,652.3530917454748,536.1018916,429.80067204782966,366.1678498840237,TRUE,TRUE,FALSE,0.938605027,61.07142857142859,1.026870737457404,60.00000000000001,566.3670997162512,0.012018172803521663,874.6867168,3.0841685067451894E-4,0.9423244967804849,0.024465512,0.024465512,60.00000000000001,999.9999999999999,1.024465511862136,1.024465511862136,1,0.9650630668415502,0.093630383,63.678175827204186,74.70799033282827,15.361602492671835,610.6737190625892,1.5331134991478736,60.94633268210829,0.044183922,62.656641604010034,0.001077948,58.948202938809594,0.001015228,0.001000045,4,4,6,190.476; 1208.32; 2192.10; 3208.02; 4190.48,988.7012550701418,1.1715222562585101,19.517764161075473,0.00779868,7.681705038602064,306.9517517812084,999.9999999999999,31.621518413169518,99.99655411102728,1,9.699615569899773,30.680066830438385,0.3069517517812084,450.01362619364625,14.227398065974675,44.99408525408204,0.4500136261936463,489.48195982688554,0.5000423612973902,15.47711822,48.94430656,0.4894819598268856,630.0452755434553,19.922408033397993,63.00113218932578,0.6300452755434554,687.4623059367757,21.741856572177063,68.75072087641573,0.6874623059367758,782.1591300167094,24.737496415927954,78.22257029614698,0.7821591300167094,979.4987164752818,30.970279525106488,97.94026132,490.0167566483962,0.9794987164752819,1.0022618313443994,0.893205056,0.6689420558247403,71.44342823237032,20.19387294859856,69.42333755051575,18.17378227,67.50779855291535,16.25824326914359,65.59225955531534,14.342704271543568,9.663514684413325,B11,0
1147,6276,296.6479394838265,0,1174,126.93305322097945,170,0,0.907574025,0.097008999,2.8080688448660016,28.151066113944875,60.51631196003931,0.1606222872196966,0.1423618786032504,0.1423618786032504,0.017060464,0.017060464,0.017041760960415923,0.059872487,825.9078695951207,723.3174991439791,618.3195111380244,555.4697219264823,382.8981721729722,653.2799070619863,550.6895366108448,445.6915486,382.8417593933479,TRUE,TRUE,FALSE,0.6282572954820372,61.11608765278724,1.013092321511413,59.96702564438527,509.6687317659975,0.005724912,546.3659147869673,6.678683423295254E-5,0.8655141697695102,0.011437416481962392,0.011437416481962392,59.96702564438527,1000.5498747896933,1.0114374164819624,1.0114374164819624,1,0.8816868962525959,0.096651561,53.06672361984716,64.49237135281183,6.223280182782261,544.4255910595517,0.6216669340877692,54.39320722393593,0.042176757,55.13784461152886,4.812269361949413E-4,58.90680048500965,0.001185916,0.001179139,4,4,6,201.873; 1192.98; 2211.54; 3193.28; 4204.07,991.4682183478027,1.023065261932626,17.051131795140034,0.003852699,3.2487120210757525,215.53432348573918,997.4937343358396,31.543768014822803,99.74930046981517,0.9969455391171819,6.8253141525206305,21.57335704786308,0.21541587172857585,350.8317659087344,11.099291579387787,35.09354415738329,0.350638958,411.4167877588494,0.4628230419167191,13.00539085261999,41.13141337306155,0.41119068436775885,562.7354553858447,17.788621050473992,56.259205256685156,0.5624261914021295,610.3594096230149,19.295849654555468,61.024163012630105,0.6100239728192531,742.9694648,23.49660640437248,74.30040982863804,0.742561149,892.7623019963835,28.235030199521304,89.28287619463597,481.3455142375341,0.8922716643026258,1.171450432307708,0.9236399061607989,0.695478297,66.85443240126281,23.948071448658006,58.58506975478902,15.678708802184204,56.73737872566091,13.831017773056097,54.8896877,11.983326743927883,7.310372812715671,B11,0
1148,6423,300.11331193400935,0,1238,130.39938650162432,171,0,0.977548729,0.11751192478116108,2.3076867019695597,23.134703779143454,60.19663285927381,0.23198781719815623,0.065340773,0.065340773,0.026855178,0.026855178,0.026910357221157043,0.052677872,761.5468177382568,664.2817976460193,588.8210875238283,522.3774063702768,392.8276593185442,627.1845885638292,529.9195684715917,454.45885834940066,388.01517719584916,TRUE,TRUE,FALSE,0.7199797116316446,61.81376314756622,1.014773414966855,60.33957379933069,457.1692799,0.00408355,305.76441102756894,5.568957324521583E-5,0.9320247596584157,0.013929675038038547,0.013929675038038547,60.33957379933069,994.3722870754773,1.0139296750380384,1.0139296750380384,1,0.940629514,0.046403758,73.70108259927068,102.91109015871811,7.1547195921438815,514.7013202621984,0.7144687641733443,51.39846287314478,0.022348879965702714,75.18796992481191,3.134295527031089E-4,58.59617244295655,0.001087241,0.001079917,4,4,6,205.248; 1215.30; 2185.96; 3209.92; 4182.74,996.7334907297308,1.6204300122140634,26.758913456020014,0.004618416,4.247829440774187,168.95937892904522,1002.5062656641603,31.790216855113258,100.4349364460131,1.008180013355567,5.345539062169158,16.90112212,0.16991561523297002,291.1058838737979,9.224176598516355,29.149353959527154,0.29275341605704025,337.2210020262383,0.39146941801210244,10.69251926625955,33.781982668936934,0.33912952564077414,530.8703625168616,16.841094545256873,53.198953617604204,0.5338748569493934,600.3291043373997,19.043733016758036,60.15771048444616,0.6037267049175437,715.5007750641042,22.700027061007333,71.70472648,0.719550197,860.2451557555521,27.279327394294462,86.18334677575838,523.0241537293139,0.8651137676871477,1.558779427883732,0.9553903580498869,0.8267247529231241,98.69833801729538,64.10118826267782,88.82019977314727,54.223050018529705,83.14718656175398,48.55003680713643,77.95169797,43.35454821250534,4.063214307006323,B11,0
1149,7209,320.90497035726946,0,1616,151.19523802024983,172,0,0.855678049,0.10264413155032373,1.2324469470797215,12.355357865460865,60.684334505812984,0.4115944698804127,0.05747917,0.05747917,0.018476611,0.018476611,0.018481680255238893,0.031318861419712275,943.0126732539688,817.1736168,707.2875597382515,628.7291137358401,538.3773984641336,890.4668571782382,764.6278006941943,654.7417436625208,576.1832976601095,TRUE,TRUE,FALSE,0.8899916867260637,61.07142857142859,1.0271721190051588,60.00000000000001,569.6864148968843,0.011007236636653983,862.1553885,2.846381641602865E-4,0.9262427370053672,0.025447874707367146,0.025447874707367146,60.00000000000001,999.9999999999999,1.0254478747073672,1.0254478747073672,1,0.9592691727280565,0.10234793753232388,26.506307688067054,35.96453130000088,14.173526304752441,557.9583452737713,1.413995055847005,55.66362973972191,0.047511908825189325,25.062656641604022,0.001206079,58.878416623859984,0.001022243,0.00100853,4,4,6,190.476; 1209.53; 2195.49; 3208.02; 4190.48,988.7230450595544,1.108596665634627,18.481680255238892,0.00691274,6.762322578325778,71.19229364877657,999.9999999999999,31.622613596456077,99.99894555853024,1,2.2544968778381684,7.125918667715794,0.071192294,259.28840985871614,8.210716113,25.952454230887994,0.25928840985871615,422.4188684642422,0.4322579653415064,13.352775705108936,42.23045009,0.42241886846424226,596.1927225849513,18.851377509143028,59.61486120722727,0.5961927225849514,656.8672992,20.76874771116623,65.67947086324209,0.6568672992374021,806.4403556699305,25.49239207911411,80.62346970953055,0.8064403556699306,976.4452780671904,30.873510412135655,97.63455417001902,554.0264096029482,0.9764452780671905,1.3158192019997683,0.9385817613970506,0.7616863758556205,33.43260481322148,14.786127240175574,31.667798376001628,13.02132080295572,29.90299193878166,11.256514365735754,28.13818550156192,9.491707928516014,3.8728509868715557,B11,0
1150,6116,298.4225192575118,0,1249,130.7440247200613,173,0,0.9141570309578165,0.10118010672838139,1.21165336,12.146900849793383,60.70537734605158,0.5169237028044795,0.060199708,0.060199708,0.020898080710180702,0.020898080710180702,0.020924765090839768,0.030132274,931.5626218736579,806.2584848,683.4294129153236,608.8242527963871,396.1021152086532,778.6633294857235,653.3591924610225,530.5301205273893,455.92496040845276,TRUE,TRUE,FALSE,0.9655277389090677,61.10408926059475,1.0346464001268534,60.00000000000001,547.1914909695977,0.013036137291704785,854.6365914786966,4.4078706837421525E-4,0.9383373169600989,0.032686116,0.032686116,60.00000000000001,999.9999999999999,1.0326861163091017,1.0326861163091017,1,0.9689572043674795,0.098990836,45.48918581165076,55.006561685100955,19.120924818299294,585.4675956497099,1.9073122506253553,58.400392666058565,0.045171209,45.112781954887296,0.001470108,58.67647059,0.001192656,0.001170563,4,4,6,190.476; 1213.03; 2195.49; 3208.55; 4190.48,988.3803152720628,1.2538848426108422,20.924765090839767,0.009823825,8.236931839262713,188.7127385905819,999.9999999999999,31.621544448093445,99.99649058250588,1,5.965991714662902,18.867671214682147,0.1887127385905819,373.8384792713587,11.823019632120056,37.38605696,0.37383847927135877,418.5261422037296,0.42533008843352593,13.236443802683066,41.85536507216875,0.41852614220372963,592.6806767812484,18.746642923816754,59.276880944516925,0.5926806767812485,656.0245165,20.74676648179931,65.60490822,0.6560245164961082,779.5832932661874,24.655464172617126,77.96368420251594,0.7795832932661875,984.6888671721829,31.135862745581225,98.46222738317528,566.1627249684533,0.984688867,1.3531633686524365,0.9382699357813613,0.695199903,53.12624529852497,17.31279909587751,51.11464598552121,15.301199782873745,49.10304667251738,13.289600469869917,47.2002637,11.386817497073437,5.964236360230408,B11,0
1151,7075,315.41084318710415,0,1515,145.69831845289087,174,0,0.9095832399410388,0.10276610482332928,1.6362348418318917,16.40335681034478,60.78537840564108,0.44485545311470903,0.028314558370516236,0.028314558370516236,0.020003087813766546,0.020003087813766546,0.020021855153363823,0.033518942143236724,936.4992347683433,909.4178122125704,728.4416564546814,636.1847606198203,428.5322531773659,766.0754032430319,738.9939806872591,558.0178249293701,465.7609291,TRUE,TRUE,FALSE,0.9152930343770646,61.07142857142859,1.0278728621876991,60.02740159171036,570.2274305,0.017076954874103212,932.3308270676691,4.651956357839957E-4,0.926024734,0.027057957,0.027057957,60.02740159171036,999.5435152782935,1.0270579566300242,1.0270579566300242,1,0.9559604655029904,0.10135818153390913,47.926826500415125,57.18762555398289,16.630498613576286,614.4885378442665,1.6588922367042351,61.29523164996561,0.046299916,47.619047619047606,0.001252434,58.781434292579846,0.001063862,0.001046989,4,4,6,192.302; 1213.03; 2195.49; 3208.02; 4190.48,987.0794847997821,1.200733385271212,20.012715482386092,0.007689569,7.227976343605927,209.97687412676655,999.9999999999999,31.62865864945491,100.01156492992762,1.0004566931951724,6.634514650639854,20.98584753528111,0.21007276913632386,411.8315876931739,13.028602057444992,41.19408205,0.4120196683768305,452.16654376634204,0.45568456132824553,14.299802816563021,45.21847194360772,0.45237304514996485,618.1542570470041,19.55436739708135,61.8288563,0.6184365638897644,685.7247426,21.689918080767583,68.58328247709647,0.6860379084175141,849.3669087731714,26.878971595749533,84.97737442420055,0.8497548088606129,992.0548288569312,31.37777927759603,99.21783327,539.8882850905891,0.9925078935465083,1.1984304379794524,0.9237493599062905,0.6803263954656884,55.55559408858784,16.002551487132635,53.467077901486626,13.914035300031422,51.37856171438536,11.82551911293016,49.539981973989654,9.986939373,6.723269026252381,B11,0
1153,6672,307.8863426656012,0,1326,138.16656614391198,176,0,0.9056612061868591,0.11490530582911544,2.6229440330857314,26.295178276548683,60.52828867078684,0.17290067694655636,0.13115068887494202,0.13115068887494202,0.016245216942588764,0.016245216942588764,0.016372063673712366,0.1331154,817.3509873185927,676.5416596684552,630.4876491,568.8656247802178,352.2836443386375,680.0585436113824,539.2492159612448,493.19520537789674,431.57318107300756,TRUE,TRUE,FALSE,0.6454821504259335,61.004383299900326,1.0125553383354586,60.218953022016436,501.4357672465816,0.005183322,481.2030075187969,6.0707672938133135E-5,0.879115373,0.011330465023045744,0.011330465023045744,60.218953022016436,996.3640513322046,1.0113304650230457,1.0113304650230457,1,0.9037835515590149,0.092004714,46.42114726101264,57.49021862470493,5.903372764140389,528.4201094921327,0.5895215003440808,52.78540819404165,0.040348811820392655,42.60651629072685,4.617503514377945E-4,58.92751029359561,0.001096247,0.001090342,4,4,6,208.750; 1192.98; 2211.18; 3194.72; 4194.21,991.2720368874097,0.9782699558982182,16.31253569060887,0.003749833,3.420609477251789,167.71863798782692,976.9759151085038,30.95332357,97.82061791,0.9805411122593418,5.310145090362574,16.785266694390046,0.16833067969842552,344.4733368251101,10.909007806427205,34.48043402272714,0.34573039479347584,395.20014480476374,0.4533120161231207,12.513873563491439,39.554663331865285,0.39664231590486937,547.8569145075942,17.34809989296015,54.834567749062664,0.5498561632919948,616.9068963648676,19.53659432135779,61.74994381690048,0.6191581235192322,706.7758213425204,22.385133477179032,70.75076983638114,0.7093549997087053,876.0075482073341,27.755412458929072,87.71325900440847,480.8074034025704,0.8792042898738209,1.229984224,0.9291564225048754,0.7538123350317532,58.65656088874133,28.230366608124648,55.544050617092395,25.11785633647571,49.807892059547875,19.38169777893119,48.04127158464983,17.615077304033143,5.887278187610588,B11,0
1154,6493,302.73420685479203,0,1248,133.02631318652712,177,0,0.9288860591542054,0.1064905538285158,2.170408281275126,21.75847901027695,60.15708819,0.18282301672810405,0.059137569,0.059137569,0.021255960566240666,0.021255960566240666,0.021239344,0.078004493,740.0317029,656.6504057229736,595.2622075415652,552.1549072383402,341.45116667381757,583.2518513484482,499.8705541214849,438.48235594007645,395.3750556368515,TRUE,TRUE,FALSE,0.6589193378565547,61.37412352858419,1.0131887676243534,60.097893318856514,488.5935977968226,0.003632118,428.5714285714285,4.642190905780009E-5,0.9019921289337823,0.012517626124639358,0.012517626124639358,60.097893318856514,998.3711023223871,1.0125176261246394,1.0125176261246394,1,0.9272146679411133,0.094007466,41.37878631023994,50.918147344878385,6.363745489320244,509.92956844005835,0.635228158,50.91043985851745,0.043570646,40.10025062656641,5.453620494131866E-4,58.91360499387885,0.001233844,0.001226538,4,4,6,215.372; 1192.98; 2211.42; 3194.09; 4208.86,997.3887003070273,1.2774384504997525,21.20474722429897,0.004391895,3.559522234193457,184.71917117156033,954.1161354013605,30.190860891741487,95.45088749194332,0.9556728286525104,5.849759047858508,18.489506659565045,0.18502055071693382,330.0289922103236,10.443671823107044,33.017848367604344,0.3305674527664293,389.20156706609674,0.49449336924977927,12.320535262291594,38.94698081171884,0.3898365709511677,529.9723841070626,16.77163866206541,53.02295613428532,0.5308370633667716,594.9796484971573,18.826718497440755,59.52229862304634,0.5959503907045485,679.6383828742025,21.507936475113205,67.99667656241013,0.6807472504895664,787.8846366,24.938210361510237,78.83643478096494,398.68306950937625,0.7891701139413135,1.0304308899648582,0.9129713647068689,0.7198903546199028,47.85293362553599,19.913614055464414,45.716651155971185,17.77733158589961,44.27069620739395,16.33137663732237,42.824741258817056,14.885421688745481,6.314391707554415,B11,0
1155,1954,212.5982125983189,0,700,104.20172743289815,178,0,0.721658311,0.17018473540595183,1.433287297047181,14.368794957866475,60.81348711709186,0.2586636685862235,0.23167191788410452,0.23167191788410452,0.023224685,0.023224685,0.023210471,0.090286152,877.0564556485085,831.9939369649092,684.3637975772033,560.6205993875565,511.7435741060469,801.1193651,756.0568463739377,608.4267069862317,484.68350879658493,TRUE,TRUE,FALSE,0.7498360960296153,61.29611127074264,1.0280542963573844,60.044427142747146,489.0303405765283,0.011657974512336303,734.3358395989975,2.765384611366943E-4,0.8707683498786715,0.021517446,0.021517446,60.044427142747146,999.2600954849394,1.0215174458600087,1.0215174458600087,1,0.8933830483359685,0.089268528,36.86382618037017,47.53778131218471,11.650724336209507,563.3125383004201,1.1631856257589968,56.24168561081246,0.043751146081294406,35.087719298245645,9.433603666385976E-4,58.85197434766392,0.001353147,0.001339421,4,4,6,190.476; 1209.98; 2188.84; 3208.02; 4187.52,986.6232450126474,1.39451293,23.19329756201568,0.006253286,4.621291360207129,102.29891528169583,997.4937343358396,31.544018757553737,99.74930487039474,0.998232331,3.223344506,10.205259341207706,0.10237466275689747,274.84416047175466,8.682920014716911,27.466369645880498,0.27504766948426296,372.49712361075643,0.402012891,11.779566825507917,37.24965993896508,0.37277293999214905,525.8941667568985,16.627820041643137,52.58374005921415,0.5262835663438384,599.3246606965172,18.96066799404245,59.949411692126446,0.5997684320673947,796.6132605993697,25.17440865512461,79.62520287265475,0.7972031147834183,931.0613242274065,29.42730837,93.07255255237972,558.5642006166502,0.9317507308000366,1.5039099941247387,0.922982447,0.7780564061050045,54.004868578898005,27.643043888173708,42.384531566141376,16.02270687541708,40.54429643755105,14.18247174682675,38.70406130896067,12.34223661823637,3.599939489345826,B11,0
1158,5774,288.7871188263078,0,1235,133.65627557282897,181,0,0.9292394303097657,0.100204866,2.4236038317648125,24.29678026831892,60.13043765526021,0.12792138174552153,0.069225304,0.069225304,0.023212885634382813,0.023212885634382813,0.023205849,0.05152699,763.4918379867413,650.6458668742212,623.3663546161697,545.5300398069305,334.67202047704626,610.2446059954113,497.39863488289126,470.11912262483975,392.2828078156005,TRUE,TRUE,FALSE,0.5787422532378842,61.22990522160083,1.0108588190428953,59.954112152606044,494.7057595909204,0.007544569,596.4912280701752,7.348979599875824E-5,0.8536993128919577,0.009844156,0.009844156,59.954112152606044,1000.7653828193995,1.0098441563637524,1.0098441563637524,1,0.8805004959379321,0.092102455,62.521525910438605,72.56679795,5.269030914512851,531.1738141800681,0.5264826659497288,53.07375255848953,0.038539445952182554,65.16290726817056,3.771580000237345E-4,58.649168856129464,0.001204669,0.001198801,4,4,6,211.450; 1192.98; 2211.57; 3191.48; 4214.51,997.8307549330002,1.3917079487094048,23.22361076008549,0.00336211,2.7908993444373014,196.42320734080096,1005.0125313283207,31.78075972692696,100.49902030988115,1.004243900300544,6.209092261580363,19.637131039046885,0.1962729833714162,363.8925936774186,11.494027124322884,36.360879900039045,0.3636142895473109,408.49076546167544,0.4841917658034019,12.911686319687742,40.836127575558166,0.4081783527632197,557.2272855,17.61466001680908,55.70858452866591,0.5568011194906785,609.4928231798228,19.268893391585618,60.938140850749406,0.6090266846188597,706.6892221023888,22.34366794957693,70.66010846,0.7061487479827424,848.3717582419849,26.832379410436467,84.84573796698899,439.8809927803095,0.847722926,1.080378379704249,0.9029334679786362,0.7254955951191326,84.87992026,41.70394490577257,70.42259238,27.24661703486816,65.40404083534628,22.228065485875256,63.96278337289235,20.786808023421322,8.908731143815874,B11,0
1159,7176,316.8469662155533,0,1582,148.32396974191326,182,0,0.9146528467677966,0.10230403233225466,1.6785742449279812,16.82781197922788,60.69365181630944,0.3323984608014274,0.048526697707526774,0.048526697707526774,0.019486629187473473,0.019486629187473473,0.01948882,0.048590115,956.9161731617008,892.4464118272577,756.5598635116728,682.1734705947392,416.9746832894756,761.9673969481306,697.4976356136876,561.6110872981026,487.2246944,TRUE,TRUE,FALSE,0.8230552819388081,61.132620126191156,1.0209896366905375,60.00000000000001,598.4584305794864,0.010599506863137959,954.8872180451127,2.0501331572041502E-4,0.937252667,0.019716408,0.019716408,60.00000000000001,999.9999999999999,1.0197164078369683,1.0197164078369683,1,0.9607089748850075,0.09409058,25.31783998791026,35.52076646439714,12.288532583570687,609.7584751758527,1.225877844600481,60.828234863535286,0.04742326,25.06265664,9.318693578126459E-4,58.83271198454119,0.001007989,9.964483510773506E-4,4,4,6,190.476; 1210.32; 2195.49; 3209.00; 4190.48,988.5712624705992,1.1691977512484084,19.488819626494248,0.005698746,5.653578451219984,212.04137379222237,999.9999999999999,31.622773985968372,99.99920400238895,1,6.687672685604493,21.166744115024127,0.2120413737922224,419.1866400432421,13.255700065033079,41.91802657007462,0.41918664004324213,472.3623067615277,0.4770430756162977,14.935512718429601,47.231862246812284,0.47236230676152774,623.7762705673966,19.728020357167978,62.38237353194326,0.6237762705673967,709.1770050848983,22.426846072612502,70.91861533999648,0.7091770050848983,845.2356389744215,26.731731075643633,84.52929800877338,0.8452356389744216,990.0117929947309,31.305648984460504,98.99771317794351,517.6494862332031,0.990011793,1.0964707692441866,0.902825723,0.7896695518809969,33.09561983303005,16.003022254377882,31.01286449489863,13.920266916246462,28.930109156767152,11.837511578114984,27.003534490159048,9.910936912,3.4744586876126595,B11,0
1160,3594,239.63305281200255,0,1043,122.2620137246234,183,0,0.8698416987325126,0.10705805992906334,1.0266628255951697,10.292359153836287,60.59324700704918,0.27046897376685797,0.16097095625253716,0.16097095625253716,0.024513677948871118,0.024513677948871118,0.024497001,0.009130181,872.5277862,762.7214049,643.7123140812284,571.9413620779051,365.55557488969487,786.4334742,676.6270929,557.6180021561995,485.84705015287614,TRUE,TRUE,FALSE,0.7624208833682253,61.38271829,1.0293260149289363,60.00000000000001,516.0282709087063,0.006576825,566.4160401002506,1.8166925274334237E-4,0.9326762871064747,0.024245910198401055,0.024245910198401055,60.00000000000001,999.9999999999999,1.0242459101984012,1.0242459101984012,1,0.9554160466165561,0.094491867,18.76066815107498,28.246663161622124,12.643213518379019,525.7163015606329,1.261909237,52.470241197445446,0.046532411,20.050125313283253,0.001132475,58.67647059,0.001536488,0.001518991,4,4,6,190.476; 1213.03; 2190.51; 3210.29; 4190.48,990.2093544024772,1.4708206769322674,24.497000846910417,0.007354498,4.7865656327360115,96.83376287548964,999.9999999999999,31.617146308682244,99.98688244809145,1,3.061923352488301,9.682772795123482,0.096833763,310.1114785783693,9.798719760600907,30.994178586259956,0.31011147857836935,364.1076490821025,0.40668867920290014,11.506746931579904,36.39481858301779,0.3641076490821026,534.7889390597813,16.913002754905975,53.48136946343559,0.5347889390597814,592.3370113514741,18.73402346670211,59.23861266390167,0.5923370113514741,684.6183555255083,21.64762855813832,68.45696150544573,0.6846183555255083,899.6927850504717,28.42101447641976,89.90539471136333,535.5851359683692,0.8996927850504718,1.4638120316056265,0.9385526627128685,0.8527308968766917,27.164998882857674,16.425547932397002,24.07293767665975,13.333486726199077,22.10301854545034,11.363567594989668,20.39564927356902,9.656198323108349,2.1468072640951315,B11,0
1162,6273,297.83216750378057,0,1169,128.12493902437572,185,0,0.8772408977973792,0.11191780067249449,2.9821162030663455,29.89590178512627,60.58388569492791,0.2704941609031059,0.13380437281852317,0.13380437281852317,0.020000066,0.020000066,0.019965795250813538,0.044095211263297636,764.8841379988767,651.7871795999599,600.8292544420702,547.6299837815793,302.9597568644509,571.0975025496266,458.00054415070974,407.04261899282005,353.84334833232913,TRUE,TRUE,FALSE,0.7624473474617668,61.26132102150732,1.0170940679336187,59.98130080951331,491.7870257467572,0.004362747,661.6541353383459,6.871117231145701E-5,0.9281423176987676,0.014969127964751472,0.014969127964751472,59.98130080951331,1000.3117503327592,1.0149691279647515,1.0149691279647515,1,0.9439672100118713,0.086998114,73.30596519,83.09499874448238,8.047026509,570.6591422693397,0.8030251400126287,56.99637916423324,0.044226981200694473,72.68170426065164,6.632812254856973E-4,58.94152036110407,0.001157554,0.001149398,4,4,6,213.572; 1192.98; 2210.94; 3197.99; 4214.82,990.3623597557264,1.199629978963878,19.97201959412678,0.005541117,4.786918252643483,252.6424468241857,915.8583673452111,28.979627695235774,91.62226837,0.9155729371773808,7.994707840080613,25.275532182188925,0.2525637100035492,391.3113986479606,12.372846513769701,39.127638870197885,0.391189445,424.5560422884969,0.5078899106376246,13.42333938301697,42.450400619306606,0.4244237280500464,565.0929909404568,17.86901092614123,56.50714300224708,0.5649168779157854,622.6509984177824,19.691856178069862,62.26859068990764,0.6224569472573467,703.3305626473743,22.24432670961623,70.33892131359059,0.7031113674446067,845.8390818545442,26.76954438832251,84.62907679941821,421.28303956604736,0.8455754734193328,0.996995203,0.9050948445385295,0.6521921388745946,80.95494385566752,22.09913248073201,78.77092605765739,19.915114682721892,76.72805131937935,17.872239944443834,75.02101463620315,16.165203261267642,9.395353185416567,B11,0
1163,3980,259.59969183340723,0,1381,143.43639705458304,186,0,0.8797195065493258,0.11069476278528656,1.2808091914828132,12.840192395817676,59.80238094161116,0.5229539772405205,0.1262321846196623,0.1262321846196623,0.024582353,0.024582353,0.024588458084127837,0.037811921,855.8700904721716,739.9339515661917,630.2630580733007,565.4398361919748,382.8486631186746,736.6029281040404,620.6667891980604,510.99589570516946,446.17267382384364,TRUE,TRUE,FALSE,0.9694790799634764,61.37033047227964,1.0381672845220127,59.94231554311818,508.3030025623572,0.006339807,528.8220551378446,2.1741491394164966E-4,0.9547950265797752,0.032771038,0.032771038,59.94231554311818,1000.9623328087873,1.0327710376177166,1.0327710376177166,1,0.9771735000196374,0.088424619,38.79109048848202,49.715364176366464,17.347643182879878,534.8648913592194,1.7316498724854066,53.39212183176426,0.043557437824582615,40.10025062656643,0.001428627,58.45641611,0.001284838,0.001264291,4,4,6,186.627; 1213.03; 2190.70; 3208.27; 4190.48,1003.3045349579273,1.4735231564730027,24.612120364059685,0.010691593149269558,8.321355681367287,147.43602512223157,1002.5062656641603,31.68359276601409,100.21048852765577,1.0015424485065691,4.660963485009352,14.740512193838075,0.1472942790049984,314.7346970999124,9.945354080891253,31.45741357788699,0.3144321087655112,369.24327330229335,0.41568471358703596,11.676898047041163,36.92471760713478,0.3688882800076648,547.0940930508393,17.29058591761156,54.687539,0.5465681126238244,606.0267114,19.15250244476408,60.57714924859339,0.6054440727136339,707.5576280246686,22.35671460514118,70.71646079766471,0.7068773767332487,902.8011978396602,28.505564183071378,90.18723701,533.5579245373668,0.9019332378934994,1.467487903982343,0.9427416584506574,0.7317803332549434,46.93110736748853,18.76224461338822,44.50264038539273,16.33377763129242,42.51627882770669,14.347416073606382,40.586875216717175,12.418012462616865,4.8258788805371085,B11,0
